"","studyid","intid","int_type","spp","year","species","phenofreq","short_site","terrestrial","phenovalue","newyear","yr1981"
"460","HMK023",175,"pollination","spp1",2008,"Bombus spp.","daily","japan","terrestrial",114,2008,27
"461","HMK023",175,"pollination","spp1",2009,"Bombus spp.","daily","japan","terrestrial",116.5,2009,28
"462","HMK023",175,"pollination","spp1",2010,"Bombus spp.","daily","japan","terrestrial",116,2010,29
"463","HMK023",175,"pollination","spp1",2011,"Bombus spp.","daily","japan","terrestrial",124.5,2011,30
"464","HMK023",175,"pollination","spp1",2012,"Bombus spp.","daily","japan","terrestrial",123,2012,31
"27","HMK008",144,"pollination","spp1",1984,"Castilleja tenuiflora","daily","arizona","terrestrial",105.7056,1984,3
"28","HMK008",144,"pollination","spp1",1985,"Castilleja tenuiflora","daily","arizona","terrestrial",124.386,1985,4
"29","HMK008",144,"pollination","spp1",1986,"Castilleja tenuiflora","daily","arizona","terrestrial",81.53372,1986,5
"30","HMK008",144,"pollination","spp1",1987,"Castilleja tenuiflora","daily","arizona","terrestrial",110.7054,1987,6
"31","HMK008",144,"pollination","spp1",1988,"Castilleja tenuiflora","daily","arizona","terrestrial",109.9014,1988,7
"32","HMK008",144,"pollination","spp1",1989,"Castilleja tenuiflora","daily","arizona","terrestrial",125.3521,1989,8
"33","HMK008",144,"pollination","spp1",1991,"Castilleja tenuiflora","daily","arizona","terrestrial",110.7233,1991,10
"34","HMK008",144,"pollination","spp1",1992,"Castilleja tenuiflora","daily","arizona","terrestrial",116.1188,1992,11
"35","HMK008",144,"pollination","spp1",1993,"Castilleja tenuiflora","daily","arizona","terrestrial",117.1447,1993,12
"36","HMK008",144,"pollination","spp1",1994,"Castilleja tenuiflora","daily","arizona","terrestrial",87.76914,1994,13
"37","HMK008",144,"pollination","spp1",1995,"Castilleja tenuiflora","daily","arizona","terrestrial",97.9382,1995,14
"38","HMK008",144,"pollination","spp1",1997,"Castilleja tenuiflora","daily","arizona","terrestrial",130.9093,1997,16
"39","HMK008",144,"pollination","spp1",1999,"Castilleja tenuiflora","daily","arizona","terrestrial",143.1043,1999,18
"40","HMK008",144,"pollination","spp1",2001,"Castilleja tenuiflora","daily","arizona","terrestrial",124.7273,2001,20
"41","HMK008",144,"pollination","spp1",2003,"Castilleja tenuiflora","daily","arizona","terrestrial",102.1519,2003,22
"42","HMK008",144,"pollination","spp1",2007,"Castilleja tenuiflora","daily","arizona","terrestrial",114.1644,2007,26
"43","HMK008",144,"pollination","spp1",2008,"Castilleja tenuiflora","daily","arizona","terrestrial",106.7565,2008,27
"44","HMK008",144,"pollination","spp1",2009,"Castilleja tenuiflora","daily","arizona","terrestrial",111.4213,2009,28
"45","HMK008",144,"pollination","spp1",2010,"Castilleja tenuiflora","daily","arizona","terrestrial",109.1358,2010,29
"1980","HMK048",222,"herbivory","spp2",1988,"Caterpillar2 spp.","weekly","netherlands","terrestrial",49.0541,1988,7
"1981","HMK048",222,"herbivory","spp2",1989,"Caterpillar2 spp.","weekly","netherlands","terrestrial",50.0676,1989,8
"1982","HMK048",222,"herbivory","spp2",1990,"Caterpillar2 spp.","weekly","netherlands","terrestrial",50.7432,1990,9
"1983","HMK048",222,"herbivory","spp2",1992,"Caterpillar2 spp.","weekly","netherlands","terrestrial",57.1622,1992,11
"1984","HMK048",222,"herbivory","spp2",1993,"Caterpillar2 spp.","weekly","netherlands","terrestrial",45,1993,12
"1985","HMK048",222,"herbivory","spp2",1994,"Caterpillar2 spp.","weekly","netherlands","terrestrial",49.3919,1994,13
"1986","HMK048",222,"herbivory","spp2",1995,"Caterpillar2 spp.","weekly","netherlands","terrestrial",51.7568,1995,14
"1987","HMK048",222,"herbivory","spp2",1996,"Caterpillar2 spp.","weekly","netherlands","terrestrial",60.8784,1996,15
"1988","HMK048",222,"herbivory","spp2",1997,"Caterpillar2 spp.","weekly","netherlands","terrestrial",51.4189,1997,16
"1989","HMK048",222,"herbivory","spp2",1998,"Caterpillar2 spp.","weekly","netherlands","terrestrial",45.6757,1998,17
"1990","HMK048",222,"herbivory","spp2",1999,"Caterpillar2 spp.","weekly","netherlands","terrestrial",44.3243,1999,18
"1991","HMK048",222,"herbivory","spp2",2000,"Caterpillar2 spp.","weekly","netherlands","terrestrial",40.2703,2000,19
"1992","HMK048",222,"herbivory","spp2",2001,"Caterpillar2 spp.","weekly","netherlands","terrestrial",50.0676,2001,20
"1993","HMK048",222,"herbivory","spp2",2002,"Caterpillar2 spp.","weekly","netherlands","terrestrial",49.7297,2002,21
"1994","HMK048",222,"herbivory","spp2",2003,"Caterpillar2 spp.","weekly","netherlands","terrestrial",45.3378,2003,22
"1995","HMK048",222,"herbivory","spp2",2004,"Caterpillar2 spp.","weekly","netherlands","terrestrial",46.3514,2004,23
"1996","HMK048",222,"herbivory","spp2",2005,"Caterpillar2 spp.","weekly","netherlands","terrestrial",42.973,2005,24
"1741","HMK048",218,"predation","spp1",1985,"Caterpillar2a spp.","weekly","netherlands","terrestrial",60.2027,1985,4
"1742","HMK048",218,"predation","spp1",1986,"Caterpillar2a spp.","weekly","netherlands","terrestrial",65.2703,1986,5
"1743","HMK048",218,"predation","spp1",1987,"Caterpillar2a spp.","weekly","netherlands","terrestrial",61.8919,1987,6
"1744","HMK048",218,"predation","spp1",1988,"Caterpillar2a spp.","weekly","netherlands","terrestrial",49.0541,1988,7
"1745","HMK048",218,"predation","spp1",1989,"Caterpillar2a spp.","weekly","netherlands","terrestrial",50.0676,1989,8
"1746","HMK048",218,"predation","spp1",1990,"Caterpillar2a spp.","weekly","netherlands","terrestrial",50.7432,1990,9
"1747","HMK048",218,"predation","spp1",1992,"Caterpillar2a spp.","weekly","netherlands","terrestrial",57.1622,1992,11
"1748","HMK048",218,"predation","spp1",1993,"Caterpillar2a spp.","weekly","netherlands","terrestrial",45,1993,12
"1749","HMK048",218,"predation","spp1",1994,"Caterpillar2a spp.","weekly","netherlands","terrestrial",49.3919,1994,13
"1750","HMK048",218,"predation","spp1",1996,"Caterpillar2a spp.","weekly","netherlands","terrestrial",60.8784,1996,15
"1751","HMK048",218,"predation","spp1",1997,"Caterpillar2a spp.","weekly","netherlands","terrestrial",51.4189,1997,16
"1752","HMK048",218,"predation","spp1",1998,"Caterpillar2a spp.","weekly","netherlands","terrestrial",45.6757,1998,17
"1753","HMK048",218,"predation","spp1",1999,"Caterpillar2a spp.","weekly","netherlands","terrestrial",44.3243,1999,18
"1754","HMK048",218,"predation","spp1",2000,"Caterpillar2a spp.","weekly","netherlands","terrestrial",40.2703,2000,19
"1755","HMK048",218,"predation","spp1",2001,"Caterpillar2a spp.","weekly","netherlands","terrestrial",50.0676,2001,20
"1756","HMK048",218,"predation","spp1",2002,"Caterpillar2a spp.","weekly","netherlands","terrestrial",49.7297,2002,21
"1757","HMK048",218,"predation","spp1",2003,"Caterpillar2a spp.","weekly","netherlands","terrestrial",45.3378,2003,22
"1758","HMK048",218,"predation","spp1",2004,"Caterpillar2a spp.","weekly","netherlands","terrestrial",46.3514,2004,23
"1759","HMK048",218,"predation","spp1",2005,"Caterpillar2a spp.","weekly","netherlands","terrestrial",42.973,2005,24
"1760","HMK048",219,"predation","spp1",1985,"Caterpillar2b spp.","weekly","netherlands","terrestrial",60.2027,1985,4
"1761","HMK048",219,"predation","spp1",1986,"Caterpillar2b spp.","weekly","netherlands","terrestrial",65.2703,1986,5
"1762","HMK048",219,"predation","spp1",1987,"Caterpillar2b spp.","weekly","netherlands","terrestrial",61.8919,1987,6
"1763","HMK048",219,"predation","spp1",1988,"Caterpillar2b spp.","weekly","netherlands","terrestrial",49.0541,1988,7
"1764","HMK048",219,"predation","spp1",1989,"Caterpillar2b spp.","weekly","netherlands","terrestrial",50.0676,1989,8
"1765","HMK048",219,"predation","spp1",1990,"Caterpillar2b spp.","weekly","netherlands","terrestrial",50.7432,1990,9
"1766","HMK048",219,"predation","spp1",1992,"Caterpillar2b spp.","weekly","netherlands","terrestrial",57.1622,1992,11
"1767","HMK048",219,"predation","spp1",1993,"Caterpillar2b spp.","weekly","netherlands","terrestrial",45,1993,12
"1768","HMK048",219,"predation","spp1",1994,"Caterpillar2b spp.","weekly","netherlands","terrestrial",49.3919,1994,13
"1769","HMK048",219,"predation","spp1",1995,"Caterpillar2b spp.","weekly","netherlands","terrestrial",51.7568,1995,14
"1770","HMK048",219,"predation","spp1",1996,"Caterpillar2b spp.","weekly","netherlands","terrestrial",60.8784,1996,15
"1771","HMK048",219,"predation","spp1",1997,"Caterpillar2b spp.","weekly","netherlands","terrestrial",51.4189,1997,16
"1772","HMK048",219,"predation","spp1",1998,"Caterpillar2b spp.","weekly","netherlands","terrestrial",45.6757,1998,17
"1773","HMK048",219,"predation","spp1",1999,"Caterpillar2b spp.","weekly","netherlands","terrestrial",44.3243,1999,18
"1774","HMK048",219,"predation","spp1",2000,"Caterpillar2b spp.","weekly","netherlands","terrestrial",40.2703,2000,19
"1775","HMK048",219,"predation","spp1",2001,"Caterpillar2b spp.","weekly","netherlands","terrestrial",50.0676,2001,20
"1776","HMK048",219,"predation","spp1",2002,"Caterpillar2b spp.","weekly","netherlands","terrestrial",49.7297,2002,21
"1777","HMK048",219,"predation","spp1",2003,"Caterpillar2b spp.","weekly","netherlands","terrestrial",45.3378,2003,22
"1778","HMK048",219,"predation","spp1",2004,"Caterpillar2b spp.","weekly","netherlands","terrestrial",46.3514,2004,23
"1779","HMK048",219,"predation","spp1",2005,"Caterpillar2b spp.","weekly","netherlands","terrestrial",42.973,2005,24
"1780","HMK048",220,"predation","spp1",1985,"Caterpillar2c spp.","weekly","netherlands","terrestrial",60.2027,1985,4
"1781","HMK048",220,"predation","spp1",1986,"Caterpillar2c spp.","weekly","netherlands","terrestrial",65.2703,1986,5
"1782","HMK048",220,"predation","spp1",1987,"Caterpillar2c spp.","weekly","netherlands","terrestrial",61.8919,1987,6
"1783","HMK048",220,"predation","spp1",1988,"Caterpillar2c spp.","weekly","netherlands","terrestrial",49.0541,1988,7
"1784","HMK048",220,"predation","spp1",1989,"Caterpillar2c spp.","weekly","netherlands","terrestrial",50.0676,1989,8
"1785","HMK048",220,"predation","spp1",1990,"Caterpillar2c spp.","weekly","netherlands","terrestrial",50.7432,1990,9
"1786","HMK048",220,"predation","spp1",1992,"Caterpillar2c spp.","weekly","netherlands","terrestrial",57.1622,1992,11
"1787","HMK048",220,"predation","spp1",1993,"Caterpillar2c spp.","weekly","netherlands","terrestrial",45,1993,12
"1788","HMK048",220,"predation","spp1",1994,"Caterpillar2c spp.","weekly","netherlands","terrestrial",49.3919,1994,13
"1789","HMK048",220,"predation","spp1",1995,"Caterpillar2c spp.","weekly","netherlands","terrestrial",51.7568,1995,14
"1790","HMK048",220,"predation","spp1",1996,"Caterpillar2c spp.","weekly","netherlands","terrestrial",60.8784,1996,15
"1791","HMK048",220,"predation","spp1",1997,"Caterpillar2c spp.","weekly","netherlands","terrestrial",51.4189,1997,16
"1792","HMK048",220,"predation","spp1",1998,"Caterpillar2c spp.","weekly","netherlands","terrestrial",45.6757,1998,17
"1793","HMK048",220,"predation","spp1",1999,"Caterpillar2c spp.","weekly","netherlands","terrestrial",44.3243,1999,18
"1794","HMK048",220,"predation","spp1",2000,"Caterpillar2c spp.","weekly","netherlands","terrestrial",40.2703,2000,19
"1795","HMK048",220,"predation","spp1",2001,"Caterpillar2c spp.","weekly","netherlands","terrestrial",50.0676,2001,20
"1796","HMK048",220,"predation","spp1",2002,"Caterpillar2c spp.","weekly","netherlands","terrestrial",49.7297,2002,21
"1797","HMK048",220,"predation","spp1",2003,"Caterpillar2c spp.","weekly","netherlands","terrestrial",45.3378,2003,22
"1798","HMK048",220,"predation","spp1",2004,"Caterpillar2c spp.","weekly","netherlands","terrestrial",46.3514,2004,23
"1799","HMK048",220,"predation","spp1",2005,"Caterpillar2c spp.","weekly","netherlands","terrestrial",42.973,2005,24
"1800","HMK048",221,"predation","spp1",1985,"Caterpillar2d spp.","weekly","netherlands","terrestrial",60.2027,1985,4
"1801","HMK048",221,"predation","spp1",1986,"Caterpillar2d spp.","weekly","netherlands","terrestrial",65.2703,1986,5
"1802","HMK048",221,"predation","spp1",1987,"Caterpillar2d spp.","weekly","netherlands","terrestrial",61.8919,1987,6
"1803","HMK048",221,"predation","spp1",1988,"Caterpillar2d spp.","weekly","netherlands","terrestrial",49.0541,1988,7
"1804","HMK048",221,"predation","spp1",1989,"Caterpillar2d spp.","weekly","netherlands","terrestrial",50.0676,1989,8
"1805","HMK048",221,"predation","spp1",1990,"Caterpillar2d spp.","weekly","netherlands","terrestrial",50.7432,1990,9
"1806","HMK048",221,"predation","spp1",1992,"Caterpillar2d spp.","weekly","netherlands","terrestrial",57.1622,1992,11
"1807","HMK048",221,"predation","spp1",1993,"Caterpillar2d spp.","weekly","netherlands","terrestrial",45,1993,12
"1808","HMK048",221,"predation","spp1",1994,"Caterpillar2d spp.","weekly","netherlands","terrestrial",49.3919,1994,13
"1809","HMK048",221,"predation","spp1",1995,"Caterpillar2d spp.","weekly","netherlands","terrestrial",51.7568,1995,14
"1810","HMK048",221,"predation","spp1",1996,"Caterpillar2d spp.","weekly","netherlands","terrestrial",60.8784,1996,15
"1811","HMK048",221,"predation","spp1",1997,"Caterpillar2d spp.","weekly","netherlands","terrestrial",51.4189,1997,16
"1812","HMK048",221,"predation","spp1",1998,"Caterpillar2d spp.","weekly","netherlands","terrestrial",45.6757,1998,17
"1813","HMK048",221,"predation","spp1",1999,"Caterpillar2d spp.","weekly","netherlands","terrestrial",44.3243,1999,18
"1814","HMK048",221,"predation","spp1",2000,"Caterpillar2d spp.","weekly","netherlands","terrestrial",40.2703,2000,19
"1815","HMK048",221,"predation","spp1",2001,"Caterpillar2d spp.","weekly","netherlands","terrestrial",50.0676,2001,20
"1816","HMK048",221,"predation","spp1",2002,"Caterpillar2d spp.","weekly","netherlands","terrestrial",49.7297,2002,21
"1817","HMK048",221,"predation","spp1",2003,"Caterpillar2d spp.","weekly","netherlands","terrestrial",45.3378,2003,22
"1818","HMK048",221,"predation","spp1",2004,"Caterpillar2d spp.","weekly","netherlands","terrestrial",46.3514,2004,23
"1819","HMK048",221,"predation","spp1",2005,"Caterpillar2d spp.","weekly","netherlands","terrestrial",42.973,2005,24
"2237","HMK051",236,"herbivory","spp1",1996,"Caterpillar4 spp.","weekly","finland","terrestrial",88.6245,1996,15
"2270","HMK051",237,"herbivory","spp1",1996,"Caterpillar4 spp.","weekly","finland","terrestrial",88.6245,1996,15
"2238","HMK051",236,"herbivory","spp1",1997,"Caterpillar4 spp.","weekly","finland","terrestrial",100.987,1997,16
"2271","HMK051",237,"herbivory","spp1",1997,"Caterpillar4 spp.","weekly","finland","terrestrial",100.987,1997,16
"2239","HMK051",236,"herbivory","spp1",1998,"Caterpillar4 spp.","weekly","finland","terrestrial",86.7986,1998,17
"2272","HMK051",237,"herbivory","spp1",1998,"Caterpillar4 spp.","weekly","finland","terrestrial",86.7986,1998,17
"2240","HMK051",236,"herbivory","spp1",1999,"Caterpillar4 spp.","weekly","finland","terrestrial",78.3426,1999,18
"2273","HMK051",237,"herbivory","spp1",1999,"Caterpillar4 spp.","weekly","finland","terrestrial",78.3426,1999,18
"2241","HMK051",236,"herbivory","spp1",2000,"Caterpillar4 spp.","weekly","finland","terrestrial",75.6193,2000,19
"2274","HMK051",237,"herbivory","spp1",2000,"Caterpillar4 spp.","weekly","finland","terrestrial",75.6193,2000,19
"2242","HMK051",236,"herbivory","spp1",2001,"Caterpillar4 spp.","weekly","finland","terrestrial",90.6977,2001,20
"2275","HMK051",237,"herbivory","spp1",2001,"Caterpillar4 spp.","weekly","finland","terrestrial",90.6977,2001,20
"2243","HMK051",236,"herbivory","spp1",2002,"Caterpillar4 spp.","weekly","finland","terrestrial",73.795,2002,21
"2276","HMK051",237,"herbivory","spp1",2002,"Caterpillar4 spp.","weekly","finland","terrestrial",73.795,2002,21
"2244","HMK051",236,"herbivory","spp1",2003,"Caterpillar4 spp.","weekly","finland","terrestrial",78.9173,2003,22
"2277","HMK051",237,"herbivory","spp1",2003,"Caterpillar4 spp.","weekly","finland","terrestrial",78.9173,2003,22
"2245","HMK051",236,"herbivory","spp1",2004,"Caterpillar4 spp.","weekly","finland","terrestrial",70.4597,2004,23
"2278","HMK051",237,"herbivory","spp1",2004,"Caterpillar4 spp.","weekly","finland","terrestrial",70.4597,2004,23
"2246","HMK051",236,"herbivory","spp1",2005,"Caterpillar4 spp.","weekly","finland","terrestrial",84.6346,2005,24
"2279","HMK051",237,"herbivory","spp1",2005,"Caterpillar4 spp.","weekly","finland","terrestrial",84.6346,2005,24
"2247","HMK051",236,"herbivory","spp1",2006,"Caterpillar4 spp.","weekly","finland","terrestrial",76.782,2006,25
"2280","HMK051",237,"herbivory","spp1",2006,"Caterpillar4 spp.","weekly","finland","terrestrial",76.782,2006,25
"2248","HMK051",236,"herbivory","spp1",2007,"Caterpillar4 spp.","weekly","finland","terrestrial",75.5673,2007,26
"2281","HMK051",237,"herbivory","spp1",2007,"Caterpillar4 spp.","weekly","finland","terrestrial",75.5673,2007,26
"2249","HMK051",236,"herbivory","spp1",2008,"Caterpillar4 spp.","weekly","finland","terrestrial",80.6889,2008,27
"2282","HMK051",237,"herbivory","spp1",2008,"Caterpillar4 spp.","weekly","finland","terrestrial",80.6889,2008,27
